,location,total_sqft,bath,balcony,price,bhk
4648,Lingadheeranahalli,1893.0,3.0,1.0,130.0,3.0
4649,Lingadheeranahalli,1705.0,3.0,1.0,110.0,3.0
4650,Lingadheeranahalli,2245.0,4.0,2.0,154.0,4.0
4651,Lingadheeranahalli,1682.0,3.0,1.0,113.0,3.0
4652,Lingadheeranahalli,1682.0,3.0,1.0,114.0,3.0
4653,Lingadheeranahalli,1506.0,3.0,1.0,95.0,3.0
4654,Lingadheeranahalli,1683.0,3.0,1.0,110.0,3.0
4655,Lingadheeranahalli,1684.0,3.0,1.0,120.0,3.0
4656,Lingadheeranahalli,2236.0,4.0,2.0,153.0,4.0
4657,Lingadheeranahalli,1894.0,4.0,1.0,114.0,3.0
4658,Lingadheeranahalli,2240.0,4.0,2.0,160.0,4.0
4659,Magadi Road,3600.0,6.0,0.0,141.0,6.0
4660,Magadi Road,1116.0,2.0,1.0,50.0,2.0
4662,Magadi Road,884.0,2.0,1.0,41.1,2.0
4663,Magadi Road,1005.0,2.0,1.0,55.78,2.0
4664,Magadi Road,1000.0,2.0,0.0,46.5,2.0
4665,Magadi Road,1500.0,2.0,2.0,93.0,4.0
4667,Magadi Road,1345.0,2.0,2.0,55.0,2.0
4669,Magadi Road,5000.0,6.0,1.0,360.0,5.0
4670,Magadi Road,1116.0,2.0,1.0,51.89,2.0
4671,Magadi Road,1052.0,2.0,1.0,60.0,3.0
4672,Magadi Road,940.0,2.0,2.0,50.0,2.0
4673,Magadi Road,1318.0,2.0,1.0,68.0,3.0
4675,Magadi Road,884.0,2.0,1.0,48.0,2.0
4677,Mahadevpura,1150.0,2.0,3.0,52.0,2.0
4678,Mahadevpura,1250.0,2.0,3.0,52.0,2.0
4679,Mahadevpura,1260.0,2.0,3.0,57.6,2.0
4680,Mahadevpura,730.0,1.0,1.0,35.0,1.0
4681,Mahadevpura,1434.0,2.0,1.0,67.39,3.0
4682,Mahadevpura,1146.0,2.0,1.0,53.8,2.0
4683,Mahadevpura,1532.0,2.0,2.0,62.0,2.0
4684,Mahadevpura,1620.0,2.0,1.0,76.0,3.0
4685,Mahadevpura,1136.0,2.0,3.0,64.5,2.0
4686,Mahadevpura,1400.0,2.0,2.0,65.8,3.0
4687,Mahadevpura,1137.0,2.0,1.0,53.4,2.0
4688,Mahadevpura,1601.0,3.0,2.0,95.0,3.0
4689,Mahadevpura,1450.0,3.0,2.0,75.0,3.0
4690,Mahadevpura,1152.0,2.0,1.0,54.0,2.0
4691,Mahadevpura,1212.0,2.0,1.0,56.9,2.0
4693,Mahadevpura,1505.0,3.0,2.0,78.0,3.0
4694,Mahadevpura,1500.0,2.0,1.0,70.0,3.0
4695,Mahadevpura,1236.0,2.0,1.0,58.0,2.0
4696,Mahadevpura,1120.0,2.0,2.0,53.0,2.0
4697,Mahalakshmi Layout,1575.0,5.0,1.0,158.0,4.0
4698,Mahalakshmi Layout,1105.0,2.0,1.0,80.0,2.0
4699,Mahalakshmi Layout,1200.0,3.0,1.0,160.0,4.0
4700,Mahalakshmi Layout,1200.0,2.0,3.0,110.0,3.0
4701,Mahalakshmi Layout,1876.0,3.0,1.0,150.0,3.0
4702,Mallasandra,1665.0,3.0,2.0,95.0,3.0
4703,Mallasandra,1665.0,3.0,2.0,86.58,3.0
4704,Mallasandra,1340.0,2.0,2.0,61.0,2.0
4705,Mallasandra,1325.0,2.0,2.0,70.0,2.0
4706,Mallasandra,1665.0,3.0,2.0,86.91,3.0
4707,Mallasandra,1325.0,2.0,1.0,70.0,2.0
4708,Mallasandra,905.0,2.0,1.0,40.0,2.0
4709,Mallasandra,1325.0,2.0,1.5823075660594124,65.0,2.0
4710,Mallasandra,1325.0,2.0,2.0,73.0,2.0
4711,Mallasandra,1565.0,2.0,2.0,69.0,2.0
4712,Mallasandra,905.0,2.0,1.0,35.0,2.0
4714,Mallasandra,1100.0,2.0,3.0,76.3,3.0
4715,Malleshpalya,1140.0,2.0,2.0,46.5,2.0
4716,Malleshpalya,1225.0,2.0,2.0,46.86,2.0
4718,Malleshpalya,1052.0,2.0,2.0,50.0,2.0
4719,Malleshpalya,1405.0,2.0,2.0,77.0,3.0
4720,Malleshpalya,1065.0,2.0,2.0,50.0,2.0
4721,Malleshpalya,1210.0,2.0,3.0,55.0,2.0
4723,Malleshpalya,1060.0,2.0,1.0,40.0,2.0
4724,Malleshpalya,1430.0,2.0,1.0,69.5,3.0
4725,Malleshpalya,1421.0,2.0,1.0,90.0,2.0
4726,Malleshpalya,1245.0,2.0,1.0,55.0,2.0
4727,Malleshpalya,1200.0,2.0,2.0,46.0,2.0
4728,Malleshpalya,1225.0,2.0,2.0,52.0,2.0
4729,Malleshwaram,705.0,1.0,2.0,67.0,1.0
4730,Malleshwaram,12000.0,7.0,3.0,2200.0,7.0
4731,Malleshwaram,2500.0,5.0,2.0,325.0,4.0
4732,Malleshwaram,2006.0,3.0,1.5823075660594124,297.0,3.0
4733,Malleshwaram,686.0,1.0,1.0,62.5,1.0
4734,Malleshwaram,2475.0,4.0,3.0,332.0,3.0
4735,Malleshwaram,2610.0,3.0,1.5823075660594124,399.0,3.0
4736,Malleshwaram,2475.0,4.0,3.0,320.0,3.0
4737,Malleshwaram,900.0,2.0,1.0,95.0,2.0
4738,Malleshwaram,1420.0,2.0,1.0,158.0,2.0
4739,Malleshwaram,2000.0,3.0,2.0,250.0,3.0
4740,Malleshwaram,2215.0,3.0,1.0,275.0,3.0
4742,Malleshwaram,2475.0,4.0,3.0,300.0,3.0
4743,Malleshwaram,2345.0,2.708601981443623,1.5823075660594124,293.0,3.0
4745,Malleshwaram,2215.0,4.0,1.0,310.0,3.0
4746,Malleshwaram,480.0,1.0,1.0,60.0,1.0
4747,Malleshwaram,1290.0,2.0,1.0,120.0,2.0
4748,Malleshwaram,2475.0,4.0,3.0,326.0,3.0
4749,Malleshwaram,2476.0,3.0,3.0,337.0,3.0
4750,Malleshwaram,900.0,2.0,1.0,90.0,2.0
4752,Malleshwaram,2050.0,4.0,1.5823075660594124,270.0,3.0
4753,Malleshwaram,900.0,2.0,1.0,72.0,2.0
4754,Malleshwaram,620.0,1.0,1.0,86.8,1.0
4755,Malleshwaram,600.0,1.0,0.0,68.0,2.0
4756,Malleshwaram,2475.0,4.0,3.0,337.0,3.0
4757,Malleshwaram,2215.0,3.0,2.0,275.0,3.0
4758,Malleshwaram,2215.0,3.0,2.0,330.0,3.0
4760,Malleshwaram,1020.0,2.0,1.0,80.0,2.0
4761,Malleshwaram,600.0,1.0,0.0,90.0,2.0
4762,Malleshwaram,2200.0,3.0,2.0,275.0,3.0
4763,Malleshwaram,1500.0,2.0,1.5823075660594124,140.0,2.0
4764,Malleshwaram,2475.0,4.0,3.0,340.0,3.0
4765,Malleshwaram,1400.0,2.0,1.0,190.0,2.0
4766,Malleshwaram,2400.0,3.0,2.0,380.0,3.0
4767,Malleshwaram,580.0,1.0,1.0,45.0,1.0
4768,Malleshwaram,1410.0,2.0,3.0,125.0,2.0
4771,Marathahalli,1220.0,2.0,1.0,57.0,2.0
4772,Marathahalli,1200.0,2.0,2.0,52.0,2.0
4773,Marathahalli,1200.0,2.0,2.0,60.0,2.0
4774,Marathahalli,1933.0,3.0,2.0,140.0,3.0
4775,Marathahalli,950.0,2.0,1.0,46.96,2.0
4776,Marathahalli,1230.0,2.0,2.0,80.0,2.0
4777,Marathahalli,3800.0,4.0,3.0,250.0,4.0
4778,Marathahalli,1019.0,2.0,2.0,49.85,2.0
4779,Marathahalli,1215.0,2.0,1.0,67.0,2.0
4780,Marathahalli,2181.0,3.0,2.0,152.0,4.0
4781,Marathahalli,1170.0,2.0,3.0,53.0,2.0
4782,Marathahalli,1019.0,2.0,2.0,49.86,2.0
4783,Marathahalli,1325.0,2.0,2.0,71.55,2.0
4784,Marathahalli,1220.0,2.0,1.0,56.5,2.0
4786,Marathahalli,1152.0,2.0,1.0,56.0,2.0
4787,Marathahalli,1610.0,3.0,1.0,90.0,3.0
4788,Marathahalli,1146.0,2.0,1.0,70.0,2.0
4790,Marathahalli,1469.0,3.0,1.0,89.0,3.0
4795,Marathahalli,2519.0,5.0,2.0,185.0,4.0
4797,Marathahalli,957.0,2.0,1.0,46.9,2.0
4798,Marathahalli,1583.0,3.0,3.0,105.0,3.0
4799,Marathahalli,2524.0,5.0,2.0,190.0,4.0
4802,Marathahalli,1071.0,2.0,2.0,52.25,2.0
4803,Marathahalli,1215.0,2.0,2.0,58.86,2.0
4804,Marathahalli,1102.0,2.0,2.0,53.67,2.0
4805,Marathahalli,1900.0,3.0,3.0,123.0,3.0
4806,Marathahalli,1045.0,2.0,3.0,60.0,2.0
4808,Marathahalli,1365.0,2.0,2.0,73.0,2.0
4813,Marathahalli,1208.0,2.0,2.0,70.0,2.0
4814,Marathahalli,1325.0,1.0,1.0,92.0,2.0
4815,Marathahalli,1525.0,3.0,2.0,90.0,3.0
4816,Marathahalli,1937.0,3.0,2.0,140.0,3.0
4818,Marathahalli,1350.0,2.0,1.0,86.0,2.0
4819,Marathahalli,957.0,2.0,1.0,47.0,2.0
4821,Marathahalli,1230.0,2.0,1.0,57.0,2.0
4822,Marathahalli,1200.0,2.0,2.0,58.0,2.0
4824,Marathahalli,607.0,1.0,1.0,35.0,1.0
4825,Marathahalli,1583.0,3.0,3.0,109.0,3.0
4826,Marathahalli,1075.0,2.0,2.0,52.43,2.0
4827,Marathahalli,1360.0,2.0,1.0,103.0,2.0
4828,Marathahalli,1220.0,2.0,1.0,58.5,2.0
4829,Marathahalli,950.0,2.0,1.0,45.68,2.0
4830,Marathahalli,615.0,1.0,1.0,44.0,1.0
4831,Marathahalli,1595.0,3.0,2.0,90.0,3.0
4832,Marathahalli,1350.0,2.0,1.0,89.0,2.0
4833,Marathahalli,1020.0,2.0,1.0,57.0,2.0
4834,Marathahalli,1600.0,3.0,2.0,88.0,2.0
4835,Marathahalli,780.0,1.0,1.0,55.0,1.0
4836,Marathahalli,1710.0,3.0,2.0,100.0,3.0
4838,Marathahalli,1358.0,2.0,1.0,81.0,2.0
4839,Marathahalli,1205.0,2.0,1.0,75.0,2.0
4840,Marathahalli,1730.0,3.0,3.0,110.0,3.0
4841,Marathahalli,1583.0,3.0,3.0,115.0,3.0
4842,Marathahalli,1200.0,2.0,1.0,67.0,2.0
4843,Marathahalli,1095.0,2.0,1.0,60.0,2.0
4844,Marathahalli,1060.0,2.0,1.0,48.0,2.0
4845,Marathahalli,1050.0,2.0,1.0,65.0,2.0
4846,Marathahalli,1102.0,2.0,2.0,53.67,2.0
4847,Marathahalli,1026.0,2.0,1.0,49.95,2.0
4850,Marathahalli,1220.0,2.0,1.0,59.0,2.0
4851,Marathahalli,881.0,2.0,1.0,48.06,2.0
4853,Marathahalli,1680.0,3.0,3.0,105.0,3.0
4854,Marathahalli,1910.0,3.0,3.0,119.0,3.0
4855,Marathahalli,1602.0,2.0,1.5823075660594124,104.0,2.0
4856,Marathahalli,700.0,1.0,1.0,38.0,1.0
4858,Marathahalli,1690.0,3.0,2.0,116.0,3.0
4859,Marathahalli,1065.0,2.0,2.0,55.0,2.0
4860,Marathahalli,1693.0,3.0,2.0,125.0,3.0
4861,Marathahalli,1693.0,3.0,1.0,125.0,3.0
4862,Marathahalli,1196.0,2.0,2.0,57.9,2.0
4863,Marathahalli,1595.0,3.0,2.0,88.0,3.0
4864,Marathahalli,2122.0,3.0,2.0,125.0,3.0
4865,Marathahalli,1730.0,3.0,2.0,115.0,3.0
4868,Marathahalli,1125.0,2.0,3.0,55.0,2.0
4869,Marathahalli,1950.0,3.0,2.0,115.0,3.0
4870,Marathahalli,1250.0,2.0,2.0,68.0,2.0
4871,Marathahalli,1125.0,2.0,2.0,56.8,2.0
4872,Marathahalli,1350.0,2.0,1.0,90.0,2.0
4873,Marathahalli,1200.0,2.0,1.0,53.0,2.0
4874,Marathahalli,2500.0,5.0,2.0,175.0,4.0
4875,Marathahalli,957.0,2.0,1.0,47.0,2.0
4878,Marathahalli,1350.0,2.0,2.0,60.0,2.0
4879,Marathahalli,3400.0,4.0,3.0,235.0,4.0
4880,Marathahalli,1350.0,2.0,1.0,99.0,2.0
4882,Marathahalli,1285.0,2.0,2.0,55.0,2.0
4883,Marathahalli,2500.0,5.0,2.0,181.0,4.0
4884,Marathahalli,3800.0,4.0,3.0,235.0,4.0
4885,Marathahalli,3951.0,4.0,3.0,230.0,4.0
4886,Marathahalli,1125.0,2.0,1.0,54.8,2.0
4887,Marathahalli,1700.0,3.0,2.0,126.0,3.0
4889,Marathahalli,1270.0,2.0,3.0,73.0,2.0
4891,Marathahalli,950.0,2.0,2.0,46.7,2.0
4892,Marathahalli,1550.0,3.0,2.0,85.0,3.0
4893,Marathahalli,1019.0,2.0,2.0,49.86,2.0
4894,Marathahalli,1144.0,2.0,2.0,65.0,2.0
4895,Marathahalli,1240.0,2.0,2.0,55.0,2.0
4896,Marathahalli,1100.0,2.0,1.5823075660594124,75.0,1.0
4897,Marathahalli,1156.0,2.0,2.0,52.0,2.0
4898,Marathahalli,2524.0,5.0,2.0,180.0,4.0
4899,Marathahalli,1135.0,2.0,2.0,60.0,2.0
4900,Marathahalli,1839.0,3.0,2.0,130.0,3.0
4901,Marathahalli,1170.0,2.0,2.0,85.0,2.0
4902,Marathahalli,1108.0,2.0,1.0,60.0,3.0
4903,Marathahalli,1449.0,3.0,2.0,110.0,3.0
4904,Marathahalli,1360.0,2.0,1.0,101.0,2.0
4905,Marathahalli,1026.0,2.0,1.0,50.18,2.0
4908,Marathahalli,1270.0,2.0,2.0,80.0,2.0
4909,Marathahalli,1100.0,2.0,1.0,50.0,2.0
4910,Marathahalli,1196.0,2.0,2.0,57.95,2.0
4911,Marathahalli,1485.0,2.0,2.0,90.0,3.0
4912,Marathahalli,1146.0,2.0,1.0,69.0,2.0
4913,Margondanahalli,1090.0,2.0,0.0,58.0,2.0
4914,Margondanahalli,1200.0,2.0,1.0,58.5,2.0
4915,Margondanahalli,1200.0,2.0,0.0,67.0,2.0
4917,Margondanahalli,1000.0,2.0,0.0,57.0,2.0
4919,Margondanahalli,600.0,2.0,0.0,35.0,2.0
4920,Margondanahalli,1200.0,2.0,0.0,69.0,2.0
4921,Margondanahalli,900.0,2.0,0.0,49.0,2.0
4922,Margondanahalli,1140.0,2.0,1.0,60.0,2.0
4923,Margondanahalli,1100.0,2.0,1.0,55.0,2.0
4924,Margondanahalli,1152.0,1.0,0.0,66.0,2.0
4926,Margondanahalli,1200.0,2.0,1.0,65.0,2.0
4927,Margondanahalli,1050.0,2.0,0.0,58.0,2.0
4928,Margondanahalli,1160.0,2.0,1.0,65.0,2.0
4929,Margondanahalli,1334.0,2.0,1.0,67.76,2.0
4930,Marsur,1800.0,4.0,2.0,145.0,4.0
4931,Marsur,1200.0,3.0,1.0,90.0,3.0
4932,Marsur,1200.0,3.0,1.0,120.0,3.0
4933,Mico Layout,5000.0,9.0,3.0,210.0,9.0
4934,Mico Layout,1550.0,2.0,2.0,65.0,3.0
4935,Mico Layout,1125.0,2.0,2.0,40.0,2.0
4936,Mico Layout,1190.0,2.0,2.0,39.25,2.0
4937,Mico Layout,800.0,1.0,1.0,29.5,1.0
4938,Mico Layout,1250.0,2.0,2.0,44.0,3.0
4939,Mico Layout,1171.0,2.0,2.0,39.0,2.0
4940,Mico Layout,1200.0,2.0,1.0,53.5,2.0
4941,Mico Layout,1670.0,3.0,2.0,59.0,3.0
4942,Mico Layout,1140.0,2.0,2.0,43.0,2.0
4943,Munnekollal,1170.0,2.0,2.0,52.0,2.0
4944,Munnekollal,1102.0,2.0,2.0,53.67,2.0
4945,Munnekollal,1390.0,3.0,2.0,68.0,3.0
4946,Munnekollal,1200.0,2.0,2.0,49.5,2.0
4947,Munnekollal,950.0,2.0,1.0,46.5,2.0
4948,Munnekollal,1560.0,3.0,3.0,75.0,3.0
4949,Munnekollal,1750.0,3.0,3.0,86.5,3.0
4950,Munnekollal,1385.0,2.0,2.0,66.5,3.0
4951,Munnekollal,1080.0,2.0,2.0,45.0,2.0
4952,Munnekollal,1170.0,2.0,2.0,59.0,2.0
4954,Munnekollal,1200.0,2.0,1.0,57.9,3.0
4955,Munnekollal,1030.0,2.0,1.0,50.36,2.0
4956,Murugeshpalya,1296.0,2.0,1.5823075660594124,81.0,2.0
4957,Murugeshpalya,1550.0,3.0,2.0,74.0,3.0
4958,Murugeshpalya,1845.0,3.0,3.0,91.0,3.0
4959,Murugeshpalya,1185.0,2.0,1.0,85.0,2.0
4960,Murugeshpalya,1225.0,2.0,2.0,48.0,2.0
4961,Murugeshpalya,1930.0,3.0,3.0,75.0,3.0
4962,Murugeshpalya,1600.0,2.0,1.0,65.0,3.0
4963,Murugeshpalya,1344.0,2.0,0.0,56.0,3.0
4964,Murugeshpalya,1500.0,2.0,0.0,70.0,3.0
4965,Murugeshpalya,1855.0,3.0,3.0,96.0,3.0
4966,Murugeshpalya,1175.0,2.0,2.0,75.0,2.0
4967,Mysore Road,1175.0,2.0,2.0,73.5,2.0
4968,Mysore Road,1710.0,4.0,2.0,91.31,3.0
4969,Mysore Road,1020.0,2.0,1.0,48.95,2.0
4970,Mysore Road,1175.0,2.0,1.0,73.5,2.0
4971,Mysore Road,1070.0,2.0,1.0,45.0,2.0
4972,Mysore Road,1239.0,2.0,1.0,53.0,2.0
4973,Mysore Road,1060.0,2.0,1.0,62.0,2.0
4974,Mysore Road,980.0,2.0,1.0,45.47,2.0
4975,Mysore Road,883.0,2.0,1.0,40.0,2.0
4976,Mysore Road,1525.0,3.0,2.0,96.0,3.0
4977,Mysore Road,1200.0,2.0,3.0,65.0,2.0
4981,Mysore Road,883.0,2.0,1.0,40.95,2.0
4982,Mysore Road,1070.0,2.0,1.0,49.65,2.0
4984,Mysore Road,883.0,2.0,1.0,50.0,2.0
4985,Mysore Road,1155.0,2.0,1.0,51.0,2.0
4986,Mysore Road,1003.0,2.0,1.0,43.0,2.0
4987,Mysore Road,1237.0,2.0,2.0,73.0,2.0
4988,Mysore Road,883.0,2.0,1.0,45.0,2.0
4989,Mysore Road,1170.0,2.0,2.0,65.0,2.0
4990,Mysore Road,1029.5,2.0,0.0,50.855,2.0
4991,Mysore Road,940.0,2.0,1.0,43.61,2.0
4993,Mysore Road,1020.0,2.0,2.0,48.95,2.0
4994,Mysore Road,1568.0,2.0,2.0,100.0,3.0
4996,Mysore Road,1560.0,2.708601981443623,1.5823075660594124,83.3,3.0
4997,Mysore Road,1175.0,2.0,2.0,70.5,2.0
4998,Mysore Road,1080.0,2.0,1.0,60.0,3.0
5000,Mysore Road,883.0,2.0,1.0,37.0,2.0
5002,NGR Layout,1020.0,2.0,1.0,45.9,2.0
5003,NGR Layout,1105.0,2.0,2.0,49.73,2.0
5004,NGR Layout,1022.0,2.0,1.0,45.9,2.0
5005,NGR Layout,1020.0,2.0,1.0,45.0,2.0
5006,NGR Layout,1019.0,2.0,1.0,45.9,2.0
5007,NGR Layout,1020.0,2.0,1.0,46.0,2.0
5008,NGR Layout,1021.0,2.0,2.0,46.0,2.0
5009,NGR Layout,1021.0,2.0,2.0,45.9,2.0
5010,NRI Layout,1565.0,2.0,2.0,75.0,3.0
5011,NRI Layout,2500.0,5.0,3.0,130.0,5.0
5012,NRI Layout,1125.0,2.0,2.0,45.56,2.0
5013,NRI Layout,2150.0,4.0,2.0,115.0,4.0
5014,NRI Layout,1250.0,2.0,0.0,75.0,2.0
5015,NRI Layout,1789.0,3.0,3.0,75.0,3.0
5016,NRI Layout,1731.0,3.0,3.0,64.11,3.0
5017,NRI Layout,2400.0,2.0,1.0,125.0,2.0
5018,Nagadevanahalli,1080.0,2.0,2.0,39.0,2.0
5019,Nagadevanahalli,1090.0,2.0,1.0,36.0,2.0
5020,Nagadevanahalli,1250.0,2.0,2.0,65.0,3.0
5021,Nagadevanahalli,2400.0,2.0,2.0,135.0,2.0
5022,Nagadevanahalli,1240.0,2.0,2.0,65.0,3.0
5023,Nagadevanahalli,1240.0,2.0,2.0,65.0,3.0
5024,Naganathapura,1001.0,2.0,2.0,33.03,2.0
5025,Naganathapura,1103.0,2.0,1.0,55.0,2.0
5026,Naganathapura,1143.0,2.0,1.0,62.0,2.0
5027,Naganathapura,2260.0,3.0,1.0,80.0,2.0
5028,Naganathapura,600.0,1.0,0.0,33.0,1.0
5029,Naganathapura,1451.0,3.0,1.0,68.0,3.0
5030,Naganathapura,1200.0,1.0,0.0,39.82,1.0
5031,Nagappa Reddy Layout,1209.0,2.0,1.0,50.0,2.0
5032,Nagappa Reddy Layout,1100.0,2.0,2.0,43.5,2.0
5033,Nagappa Reddy Layout,1495.0,2.0,2.0,65.0,3.0
5034,Nagappa Reddy Layout,1820.0,3.0,2.0,79.5,3.0
5035,Nagappa Reddy Layout,1350.0,3.0,2.0,60.0,3.0
5036,Nagappa Reddy Layout,1495.0,2.0,2.0,70.0,3.0
5037,Nagarbhavi,1630.0,2.0,1.0,98.0,3.0
5038,Nagarbhavi,1350.0,3.0,2.0,150.0,3.0
5039,Nagarbhavi,1200.0,2.0,1.0,150.0,2.0
5041,Nagarbhavi,2400.0,3.0,0.0,160.0,3.0
5042,Nagarbhavi,884.0,2.0,2.0,36.0,1.0
5043,Nagarbhavi,1055.0,2.0,2.0,55.0,2.0
5045,Nagarbhavi,1223.0,2.0,1.0,60.0,2.0
5046,Nagarbhavi,956.0,2.0,1.0,49.0,2.0
5048,Nagarbhavi,1400.0,2.0,1.0,85.0,3.0
5050,Nagarbhavi,1145.0,2.0,2.0,40.0,2.0
5051,Nagarbhavi,300.0,1.0,1.0,20.0,1.0
5052,Nagarbhavi,1250.0,3.0,0.0,175.0,4.0
5053,Nagarbhavi,710.0,2.0,2.0,40.0,1.0
5055,Nagarbhavi,1212.0,2.0,1.5823075660594124,50.0,2.0
5056,Nagarbhavi,1020.0,2.0,2.0,55.0,2.0
5058,Nagarbhavi,1120.0,2.0,3.0,53.0,2.0
5060,Nagarbhavi,1146.0,2.0,1.0,50.0,2.0
5062,Nagarbhavi,1190.0,2.0,2.0,63.0,2.0
5064,Nagarbhavi,1050.0,2.0,1.0,80.0,2.0
5065,Nagarbhavi,2500.0,3.0,2.0,180.0,5.0
5067,Nagarbhavi,1250.0,3.0,0.0,170.0,2.0
5069,Nagarbhavi,1400.0,2.0,2.0,135.0,3.0
5071,Nagarbhavi,1100.0,2.0,2.0,46.2,2.0
5072,Nagarbhavi,1080.0,2.0,1.0,49.0,2.0
5073,Nagarbhavi,1800.0,3.0,0.0,180.0,4.0
5074,Nagarbhavi,1225.0,2.0,3.0,58.0,2.0
5075,Nagasandra,980.0,2.0,1.0,48.0,2.0
5076,Nagasandra,2400.0,4.0,1.0,145.0,4.0
5077,Nagasandra,7000.0,8.0,1.5823075660594124,450.0,4.0
5078,Nagasandra,1650.0,3.0,2.0,95.0,3.0
5079,Nagasandra,1500.0,2.0,0.0,91.0,2.0
5080,Nagavara,400.0,1.0,0.0,14.0,1.0
5081,Nagavara,2172.65,3.0,3.0,120.0,4.0
5083,Nagavara,2319.0,3.0,2.0,180.0,3.0
5084,Nagavara,2430.0,4.0,3.0,180.0,3.0
5085,Nagavara,936.0,2.0,0.0,40.2,2.0
5086,Nagavara,1125.0,2.0,2.0,44.5,2.0
5087,Nagavara,1315.0,2.0,2.0,70.0,2.0
5088,Nagavara,1077.0,2.0,1.0,50.0,2.0
5089,Nagavara,2496.0,4.0,2.0,125.0,4.0
5090,Nagavara,1110.0,2.0,2.0,44.95,2.0
5091,Nagavara,1247.0,2.0,1.0,58.56,2.0
5092,Nagavarapalya,1392.0,2.0,1.0,99.0,2.0
5093,Nagavarapalya,705.0,1.0,1.0,52.5,1.0
5094,Nagavarapalya,1300.0,3.0,1.0,80.0,3.0
5095,Nagavarapalya,705.0,1.0,1.0,57.0,1.0
5096,Nagavarapalya,705.0,1.0,1.0,55.0,1.0
5097,Nagavarapalya,705.0,1.0,1.0,57.0,1.0
5098,Nagavarapalya,1335.0,2.0,3.0,110.0,2.0
5099,Nagavarapalya,1260.0,2.0,2.0,85.5,2.0
5100,Narayanapura,1308.0,2.0,2.0,89.04,2.0
5101,Narayanapura,1566.0,3.0,1.0,83.3,3.0
5102,Narayanapura,1485.0,3.0,2.0,85.0,3.0
5103,Narayanapura,1302.0,2.0,1.0,69.1,2.0
5104,Narayanapura,1308.0,2.0,1.0,89.04,2.0
5105,Narayanapura,2357.0,3.0,2.0,135.0,3.0
5106,Narayanapura,1469.0,2.0,2.0,99.14,2.0
5107,Neeladri Nagar,1053.0,2.0,1.0,45.0,2.0
5108,Neeladri Nagar,1363.0,2.0,2.0,68.0,2.0
5109,Neeladri Nagar,2556.0,3.0,2.0,133.0,3.0
5110,Neeladri Nagar,674.0,1.0,1.0,21.0,1.0
5111,Neeladri Nagar,527.0,1.0,0.0,26.0,1.0
5112,Neeladri Nagar,1167.0,2.0,1.0,38.0,3.0
5113,Neeladri Nagar,1060.0,2.0,0.0,35.0,2.0
5114,Neeladri Nagar,640.0,1.0,1.0,20.5,1.0
5115,Neeladri Nagar,4000.0,12.0,1.5823075660594124,160.0,10.0
5116,Neeladri Nagar,1105.0,2.0,2.0,30.0,2.0
5117,Neeladri Nagar,1100.0,2.0,2.0,30.0,2.0
5118,Neeladri Nagar,2111.0,3.0,2.0,103.0,3.0
5119,Nehru Nagar,1775.0,3.0,3.0,110.0,3.0
5120,Nehru Nagar,2363.0,5.0,2.0,120.0,4.0
5121,Nehru Nagar,2342.0,3.0,2.0,115.0,4.0
5122,Nehru Nagar,967.0,2.0,2.0,41.1,2.0
5123,Nehru Nagar,1374.0,3.0,2.0,72.0,3.0
5124,Nehru Nagar,1674.0,3.0,1.5823075660594124,90.0,3.0
5125,Nehru Nagar,1269.0,2.0,2.0,63.0,3.0
5126,Nehru Nagar,1100.0,2.0,2.0,50.0,2.0
5127,Nehru Nagar,1674.0,3.0,1.5823075660594124,81.0,3.0
5128,OMBR Layout,2420.0,3.0,2.0,185.0,3.0
5129,OMBR Layout,1078.0,2.0,3.0,65.0,2.0
5130,OMBR Layout,1101.0,2.0,2.0,65.5,2.0
5131,OMBR Layout,1041.0,2.0,2.0,65.5,2.0
5132,OMBR Layout,1300.0,2.0,2.0,80.0,2.0
5133,OMBR Layout,1085.0,2.0,1.0,64.0,2.0
5134,OMBR Layout,1855.0,3.0,2.0,145.0,3.0
5135,OMBR Layout,1050.0,2.0,3.0,48.0,2.0
5137,OMBR Layout,1165.0,2.0,2.0,88.5,2.0
5138,OMBR Layout,1101.0,2.0,2.0,66.0,2.0
5139,OMBR Layout,3400.0,4.0,2.0,275.0,4.0
5141,Old Airport Road,2732.0,4.0,1.5823075660594124,204.0,4.0
5143,Old Airport Road,3356.0,4.0,1.5823075660594124,251.0,4.0
5144,Old Airport Road,1206.0,2.0,3.0,75.0,2.0
5145,Old Airport Road,2774.0,4.0,1.5823075660594124,207.0,4.0
5146,Old Airport Road,2690.0,4.0,3.0,191.0,4.0
5147,Old Airport Road,2690.0,4.0,3.0,199.0,4.0
5148,Old Airport Road,1655.0,2.0,1.0,97.65,2.0
5149,Old Airport Road,1075.0,2.0,2.0,60.0,2.0
5150,Old Airport Road,1858.0,2.0,1.0,167.0,3.0
5151,Old Airport Road,1150.0,2.0,1.0,90.0,2.0
5152,Old Airport Road,2658.0,5.0,3.0,187.0,4.0
5153,Old Airport Road,946.0,2.0,2.0,58.0,2.0
5154,Old Airport Road,2774.0,4.0,3.0,208.0,4.0
5155,Old Airport Road,3200.0,4.0,1.5823075660594124,280.0,4.0
5156,Old Airport Road,2690.0,4.0,3.0,201.0,4.0
5157,Old Airport Road,1145.0,2.0,2.0,75.0,2.0
5158,Old Airport Road,2732.0,4.0,3.0,194.0,4.0
